ObjID,H_r,u-r,g-r,i-r,z-r,y-r,GS
101869,19.47,1.72,0.48,-0.11,-0.12,-0.12,0.15
101873,16.44,1.72,0.48,-0.11,-0.12,-0.12,0.15
101955,20.21,1.72,0.48,-0.11,-0.12,-0.12,0.15
102873,17.63,1.72,0.48,-0.11,-0.12,-0.12,0.15
103067,16.83,1.72,0.48,-0.11,-0.12,-0.12,0.15
105140,15.74,1.72,0.48,-0.11,-0.12,-0.12,0.15
105141,19.11,1.72,0.48,-0.11,-0.12,-0.12,0.15
106538,16.28,1.72,0.48,-0.11,-0.12,-0.12,0.15
106589,16.02,1.72,0.48,-0.11,-0.12,-0.12,0.15
108519,17.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
108906,17.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
111253,15.28,1.72,0.48,-0.11,-0.12,-0.12,0.15
112221,15.54,1.72,0.48,-0.11,-0.12,-0.12,0.15
112985,15.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
115052,17.46,1.72,0.48,-0.11,-0.12,-0.12,0.15
136564,19.28,1.72,0.48,-0.11,-0.12,-0.12,0.15
136582,19.88,1.72,0.48,-0.11,-0.12,-0.12,0.15
136617,17.97,1.72,0.48,-0.11,-0.12,-0.12,0.15
136618,16.88,1.72,0.48,-0.11,-0.12,-0.12,0.15
136635,19.15,1.72,0.48,-0.11,-0.12,-0.12,0.15
136745,18.09,1.72,0.48,-0.11,-0.12,-0.12,0.15
136770,20.56,1.72,0.48,-0.11,-0.12,-0.12,0.15
136773,18.62,1.72,0.48,-0.11,-0.12,-0.12,0.15
136793,18.35,1.72,0.48,-0.11,-0.12,-0.12,0.15
136795,18.11,1.72,0.48,-0.11,-0.12,-0.12,0.15
136818,18.98,1.72,0.48,-0.11,-0.12,-0.12,0.15
136839,18.83,1.72,0.48,-0.11,-0.12,-0.12,0.15
136849,17.72,1.72,0.48,-0.11,-0.12,-0.12,0.15
136874,15.79,1.72,0.48,-0.11,-0.12,-0.12,0.15
136897,18.57,1.72,0.48,-0.11,-0.12,-0.12,0.15
136900,17.39,1.72,0.48,-0.11,-0.12,-0.12,0.15
136923,16.31,1.72,0.48,-0.11,-0.12,-0.12,0.15
136993,17.85,1.72,0.48,-0.11,-0.12,-0.12,0.15
137032,16.67,1.72,0.48,-0.11,-0.12,-0.12,0.15
137044,16.81,1.72,0.48,-0.11,-0.12,-0.12,0.15
137052,17.06,1.72,0.48,-0.11,-0.12,-0.12,0.15
137062,16.77,1.72,0.48,-0.11,-0.12,-0.12,0.15
137064,18.84,1.72,0.48,-0.11,-0.12,-0.12,0.15
137078,16.42,1.72,0.48,-0.11,-0.12,-0.12,0.15
137084,16.48,1.72,0.48,-0.11,-0.12,-0.12,0.15
137099,18.29,1.72,0.48,-0.11,-0.12,-0.12,0.15
137108,18.05,1.72,0.48,-0.11,-0.12,-0.12,0.15
137120,18.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
137125,18.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
137126,18.14,1.72,0.48,-0.11,-0.12,-0.12,0.15
137158,17.92,1.72,0.48,-0.11,-0.12,-0.12,0.15
137170,14.67,1.72,0.48,-0.11,-0.12,-0.12,0.15
137175,18.34,1.72,0.48,-0.11,-0.12,-0.12,0.15
137199,16.98,1.72,0.48,-0.11,-0.12,-0.12,0.15
137427,15.29,1.72,0.48,-0.11,-0.12,-0.12,0.15
137671,18.74,1.72,0.48,-0.11,-0.12,-0.12,0.15
137799,18.79,1.72,0.48,-0.11,-0.12,-0.12,0.15
137802,17.04,1.72,0.48,-0.11,-0.12,-0.12,0.15
137805,16.73,1.72,0.48,-0.11,-0.12,-0.12,0.15
137911,17.73,1.72,0.48,-0.11,-0.12,-0.12,0.15
137924,17.51,1.72,0.48,-0.11,-0.12,-0.12,0.15
137925,16.07,1.72,0.48,-0.11,-0.12,-0.12,0.15
138013,14.72,1.72,0.48,-0.11,-0.12,-0.12,0.15
138095,15.98,1.72,0.48,-0.11,-0.12,-0.12,0.15
138127,17.11,1.72,0.48,-0.11,-0.12,-0.12,0.15
138155,17.22,1.72,0.48,-0.11,-0.12,-0.12,0.15
138175,20.47,1.72,0.48,-0.11,-0.12,-0.12,0.15
138205,15.14,1.72,0.48,-0.11,-0.12,-0.12,0.15
138258,18.98,1.72,0.48,-0.11,-0.12,-0.12,0.15
138325,16.68,1.72,0.48,-0.11,-0.12,-0.12,0.15
138359,17.98,1.72,0.48,-0.11,-0.12,-0.12,0.15
138404,19.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
138524,16.88,1.72,0.48,-0.11,-0.12,-0.12,0.15
138727,19.34,1.72,0.48,-0.11,-0.12,-0.12,0.15
138815,18.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
138846,16.11,1.72,0.48,-0.11,-0.12,-0.12,0.15
138847,17.07,1.72,0.48,-0.11,-0.12,-0.12,0.15
138852,20.31,1.72,0.48,-0.11,-0.12,-0.12,0.15
138859,18.98,1.72,0.48,-0.11,-0.12,-0.12,0.15
138877,16.78,1.72,0.48,-0.11,-0.12,-0.12,0.15
138883,16.85,1.72,0.48,-0.11,-0.12,-0.12,0.15
138893,18.17,1.72,0.48,-0.11,-0.12,-0.12,0.15
138911,19.44,1.72,0.48,-0.11,-0.12,-0.12,0.15
138925,15.96,1.72,0.48,-0.11,-0.12,-0.12,0.15
138937,17.84,1.72,0.48,-0.11,-0.12,-0.12,0.15
138947,18.82,1.72,0.48,-0.11,-0.12,-0.12,0.15
138971,18.52,1.72,0.48,-0.11,-0.12,-0.12,0.15
139047,17.39,1.72,0.48,-0.11,-0.12,-0.12,0.15
139056,19.18,1.72,0.48,-0.11,-0.12,-0.12,0.15
139211,17.74,1.72,0.48,-0.11,-0.12,-0.12,0.15
139289,17.75,1.72,0.48,-0.11,-0.12,-0.12,0.15
139345,16.75,1.72,0.48,-0.11,-0.12,-0.12,0.15
139359,16.53,1.72,0.48,-0.11,-0.12,-0.12,0.15
139622,18.46,1.72,0.48,-0.11,-0.12,-0.12,0.15
140039,18.08,1.72,0.48,-0.11,-0.12,-0.12,0.15
140158,18.48,1.72,0.48,-0.11,-0.12,-0.12,0.15
140288,16.74,1.72,0.48,-0.11,-0.12,-0.12,0.15
140333,19.24,1.72,0.48,-0.11,-0.12,-0.12,0.15
140928,18.29,1.72,0.48,-0.11,-0.12,-0.12,0.15
141018,19.04,1.72,0.48,-0.11,-0.12,-0.12,0.15
141052,17.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
141053,18.86,1.72,0.48,-0.11,-0.12,-0.12,0.15
141056,17.32,1.72,0.48,-0.11,-0.12,-0.12,0.15
141078,18.74,1.72,0.48,-0.11,-0.12,-0.12,0.15
141079,17.76,1.72,0.48,-0.11,-0.12,-0.12,0.15
141354,17.37,1.72,0.48,-0.11,-0.12,-0.12,0.15
141424,20.65,1.72,0.48,-0.11,-0.12,-0.12,0.15
141432,20.06,1.72,0.48,-0.11,-0.12,-0.12,0.15
141447,17.11,1.72,0.48,-0.11,-0.12,-0.12,0.15
141484,16.31,1.72,0.48,-0.11,-0.12,-0.12,0.15
141495,18.47,1.72,0.48,-0.11,-0.12,-0.12,0.15
141498,18.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
141525,18.07,1.72,0.48,-0.11,-0.12,-0.12,0.15
141526,20.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
141527,18.94,1.72,0.48,-0.11,-0.12,-0.12,0.15
141531,19.15,1.72,0.48,-0.11,-0.12,-0.12,0.15
141593,18.32,1.72,0.48,-0.11,-0.12,-0.12,0.15
141614,19.52,1.72,0.48,-0.11,-0.12,-0.12,0.15
141670,16.86,1.72,0.48,-0.11,-0.12,-0.12,0.15
141761,17.44,1.72,0.48,-0.11,-0.12,-0.12,0.15
141765,16.31,1.72,0.48,-0.11,-0.12,-0.12,0.15
141851,17.81,1.72,0.48,-0.11,-0.12,-0.12,0.15
141874,17.83,1.72,0.48,-0.11,-0.12,-0.12,0.15
142040,16.26,1.72,0.48,-0.11,-0.12,-0.12,0.15
142348,18.33,1.72,0.48,-0.11,-0.12,-0.12,0.15
142464,18.37,1.72,0.48,-0.11,-0.12,-0.12,0.15
142555,16.39,1.72,0.48,-0.11,-0.12,-0.12,0.15
142561,18.21,1.72,0.48,-0.11,-0.12,-0.12,0.15
142563,17.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
142781,16.25,1.72,0.48,-0.11,-0.12,-0.12,0.15
143381,16.21,1.72,0.48,-0.11,-0.12,-0.12,0.15
143404,16.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
143409,17.91,1.72,0.48,-0.11,-0.12,-0.12,0.15
143487,18.94,1.72,0.48,-0.11,-0.12,-0.12,0.15
143527,18.66,1.72,0.48,-0.11,-0.12,-0.12,0.15
143624,15.96,1.72,0.48,-0.11,-0.12,-0.12,0.15
143637,16.58,1.72,0.48,-0.11,-0.12,-0.12,0.15
143643,18.31,1.72,0.48,-0.11,-0.12,-0.12,0.15
143649,17.39,1.72,0.48,-0.11,-0.12,-0.12,0.15
143651,16.09,1.72,0.48,-0.11,-0.12,-0.12,0.15
143678,16.39,1.72,0.48,-0.11,-0.12,-0.12,0.15
143947,15.37,1.72,0.48,-0.11,-0.12,-0.12,0.15
143992,16.16,1.72,0.48,-0.11,-0.12,-0.12,0.15
144332,16.61,1.72,0.48,-0.11,-0.12,-0.12,0.15
144411,16.55,1.72,0.48,-0.11,-0.12,-0.12,0.15
144861,15.44,1.72,0.48,-0.11,-0.12,-0.12,0.15
144898,18.89,1.72,0.48,-0.11,-0.12,-0.12,0.15
144900,18.29,1.72,0.48,-0.11,-0.12,-0.12,0.15
144901,17.53,1.72,0.48,-0.11,-0.12,-0.12,0.15
144922,17.36,1.72,0.48,-0.11,-0.12,-0.12,0.15
145656,16.44,1.72,0.48,-0.11,-0.12,-0.12,0.15
152558,16.88,1.72,0.48,-0.11,-0.12,-0.12,0.15
152560,19.23,1.72,0.48,-0.11,-0.12,-0.12,0.15
152561,19.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
152563,19.72,1.72,0.48,-0.11,-0.12,-0.12,0.15
152564,19.63,1.72,0.48,-0.11,-0.12,-0.12,0.15
152575,17.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
152637,17.87,1.72,0.48,-0.11,-0.12,-0.12,0.15
152664,19.68,1.72,0.48,-0.11,-0.12,-0.12,0.15
152667,16.42,1.72,0.48,-0.11,-0.12,-0.12,0.15
152671,20.24,1.72,0.48,-0.11,-0.12,-0.12,0.15
152679,16.67,1.72,0.48,-0.11,-0.12,-0.12,0.15
152680,19.59,1.72,0.48,-0.11,-0.12,-0.12,0.15
152685,19.34,1.72,0.48,-0.11,-0.12,-0.12,0.15
152742,19.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
152754,19.29,1.72,0.48,-0.11,-0.12,-0.12,0.15
152756,18.99,1.72,0.48,-0.11,-0.12,-0.12,0.15
152770,18.41,1.72,0.48,-0.11,-0.12,-0.12,0.15
152787,18.61,1.72,0.48,-0.11,-0.12,-0.12,0.15
152828,21.28,1.72,0.48,-0.11,-0.12,-0.12,0.15
152889,16.53,1.72,0.48,-0.11,-0.12,-0.12,0.15
152895,18.17,1.72,0.48,-0.11,-0.12,-0.12,0.15
152931,16.35,1.72,0.48,-0.11,-0.12,-0.12,0.15
152941,17.62,1.72,0.48,-0.11,-0.12,-0.12,0.15
152942,16.75,1.72,0.48,-0.11,-0.12,-0.12,0.15
152952,17.57,1.72,0.48,-0.11,-0.12,-0.12,0.15
152964,17.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
152978,19.57,1.72,0.48,-0.11,-0.12,-0.12,0.15
153002,18.28,1.72,0.48,-0.11,-0.12,-0.12,0.15
153195,17.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
153201,19.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
153219,18.54,1.72,0.48,-0.11,-0.12,-0.12,0.15
153220,17.41,1.72,0.48,-0.11,-0.12,-0.12,0.15
153243,17.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
153249,15.57,1.72,0.48,-0.11,-0.12,-0.12,0.15
153267,17.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
153271,17.41,1.72,0.48,-0.11,-0.12,-0.12,0.15
153306,16.79,1.72,0.48,-0.11,-0.12,-0.12,0.15
153311,17.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
153315,19.56,1.72,0.48,-0.11,-0.12,-0.12,0.15
153349,18.65,1.72,0.48,-0.11,-0.12,-0.12,0.15
153415,17.01,1.72,0.48,-0.11,-0.12,-0.12,0.15
153460,19.71,1.72,0.48,-0.11,-0.12,-0.12,0.15
153591,17.11,1.72,0.48,-0.11,-0.12,-0.12,0.15
153792,18.16,1.72,0.48,-0.11,-0.12,-0.12,0.15
153814,18.29,1.72,0.48,-0.11,-0.12,-0.12,0.15
153842,16.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
153951,18.75,1.72,0.48,-0.11,-0.12,-0.12,0.15
153953,16.84,1.72,0.48,-0.11,-0.12,-0.12,0.15
153957,17.76,1.72,0.48,-0.11,-0.12,-0.12,0.15
153958,18.36,1.72,0.48,-0.11,-0.12,-0.12,0.15
154007,18.12,1.72,0.48,-0.11,-0.12,-0.12,0.15
154019,22.07,1.72,0.48,-0.11,-0.12,-0.12,0.15
154020,19.08,1.72,0.48,-0.11,-0.12,-0.12,0.15
154029,16.51,1.72,0.48,-0.11,-0.12,-0.12,0.15
154035,17.38,1.72,0.48,-0.11,-0.12,-0.12,0.15
154144,17.52,1.72,0.48,-0.11,-0.12,-0.12,0.15
154229,16.63,1.72,0.48,-0.11,-0.12,-0.12,0.15
154244,17.57,1.72,0.48,-0.11,-0.12,-0.12,0.15
154268,18.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
154269,17.87,1.72,0.48,-0.11,-0.12,-0.12,0.15
154275,20.13,1.72,0.48,-0.11,-0.12,-0.12,0.15
154276,17.64,1.72,0.48,-0.11,-0.12,-0.12,0.15
154278,16.57,1.72,0.48,-0.11,-0.12,-0.12,0.15
154300,19.37,1.72,0.48,-0.11,-0.12,-0.12,0.15
154302,17.69,1.72,0.48,-0.11,-0.12,-0.12,0.15
154330,18.19,1.72,0.48,-0.11,-0.12,-0.12,0.15
154347,16.07,1.72,0.48,-0.11,-0.12,-0.12,0.15
154453,15.35,1.72,0.48,-0.11,-0.12,-0.12,0.15
154555,16.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
154589,16.71,1.72,0.48,-0.11,-0.12,-0.12,0.15
154590,21.71,1.72,0.48,-0.11,-0.12,-0.12,0.15
154631,18.22,1.72,0.48,-0.11,-0.12,-0.12,0.15
154652,18.92,1.72,0.48,-0.11,-0.12,-0.12,0.15
154656,16.41,1.72,0.48,-0.11,-0.12,-0.12,0.15
154658,19.42,1.72,0.48,-0.11,-0.12,-0.12,0.15
154715,18.54,1.72,0.48,-0.11,-0.12,-0.12,0.15
154807,18.64,1.72,0.48,-0.11,-0.12,-0.12,0.15
154988,18.39,1.72,0.48,-0.11,-0.12,-0.12,0.15
154991,18.57,1.72,0.48,-0.11,-0.12,-0.12,0.15
154993,17.99,1.72,0.48,-0.11,-0.12,-0.12,0.15
155110,17.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
155140,17.47,1.72,0.48,-0.11,-0.12,-0.12,0.15
155334,17.24,1.72,0.48,-0.11,-0.12,-0.12,0.15
155336,18.41,1.72,0.48,-0.11,-0.12,-0.12,0.15
155338,20.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
155340,16.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
155341,18.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
159399,16.62,1.72,0.48,-0.11,-0.12,-0.12,0.15
159402,16.62,1.72,0.48,-0.11,-0.12,-0.12,0.15
159454,18.15,1.72,0.48,-0.11,-0.12,-0.12,0.15
159459,16.33,1.72,0.48,-0.11,-0.12,-0.12,0.15
159467,18.33,1.72,0.48,-0.11,-0.12,-0.12,0.15
159495,17.56,1.72,0.48,-0.11,-0.12,-0.12,0.15
159504,16.97,1.72,0.48,-0.11,-0.12,-0.12,0.15
159518,18.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
159533,17.68,1.72,0.48,-0.11,-0.12,-0.12,0.15
159555,18.79,1.72,0.48,-0.11,-0.12,-0.12,0.15
159560,17.14,1.72,0.48,-0.11,-0.12,-0.12,0.15
159608,16.59,1.72,0.48,-0.11,-0.12,-0.12,0.15
159609,17.23,1.72,0.48,-0.11,-0.12,-0.12,0.15
159635,18.16,1.72,0.48,-0.11,-0.12,-0.12,0.15
159677,19.45,1.72,0.48,-0.11,-0.12,-0.12,0.15
159686,16.36,1.72,0.48,-0.11,-0.12,-0.12,0.15
159699,17.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
159856,17.97,1.72,0.48,-0.11,-0.12,-0.12,0.15
159857,15.46,1.72,0.48,-0.11,-0.12,-0.12,0.15
159923,16.43,1.72,0.48,-0.11,-0.12,-0.12,0.15
159928,18.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
159929,17.72,1.72,0.48,-0.11,-0.12,-0.12,0.15
161989,17.31,1.72,0.48,-0.11,-0.12,-0.12,0.15
161995,17.27,1.72,0.48,-0.11,-0.12,-0.12,0.15
161998,17.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
161999,18.61,1.72,0.48,-0.11,-0.12,-0.12,0.15
162000,19.64,1.72,0.48,-0.11,-0.12,-0.12,0.15
162004,18.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
162011,16.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
162015,19.25,1.72,0.48,-0.11,-0.12,-0.12,0.15
162038,16.68,1.72,0.48,-0.11,-0.12,-0.12,0.15
162039,19.06,1.72,0.48,-0.11,-0.12,-0.12,0.15
162058,17.99,1.72,0.48,-0.11,-0.12,-0.12,0.15
162063,18.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
162080,19.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
162082,19.12,1.72,0.48,-0.11,-0.12,-0.12,0.15
162116,19.54,1.72,0.48,-0.11,-0.12,-0.12,0.15
162117,19.14,1.72,0.48,-0.11,-0.12,-0.12,0.15
162120,20.65,1.72,0.48,-0.11,-0.12,-0.12,0.15
162142,18.83,1.72,0.48,-0.11,-0.12,-0.12,0.15
162149,17.52,1.72,0.48,-0.11,-0.12,-0.12,0.15
162157,19.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
162161,17.68,1.72,0.48,-0.11,-0.12,-0.12,0.15
162162,19.99,1.72,0.48,-0.11,-0.12,-0.12,0.15
162168,17.34,1.72,0.48,-0.11,-0.12,-0.12,0.15
162173,19.55,1.72,0.48,-0.11,-0.12,-0.12,0.15
162181,18.22,1.72,0.48,-0.11,-0.12,-0.12,0.15
162183,21.25,1.72,0.48,-0.11,-0.12,-0.12,0.15
162186,15.02,1.72,0.48,-0.11,-0.12,-0.12,0.15
162195,19.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
162196,18.79,1.72,0.48,-0.11,-0.12,-0.12,0.15
162210,19.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
162214,18.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
162215,19.21,1.72,0.48,-0.11,-0.12,-0.12,0.15
162269,16.98,1.72,0.48,-0.11,-0.12,-0.12,0.15
162273,17.27,1.72,0.48,-0.11,-0.12,-0.12,0.15
162361,20.24,1.72,0.48,-0.11,-0.12,-0.12,0.15
162385,18.61,1.72,0.48,-0.11,-0.12,-0.12,0.15
162416,21.67,1.72,0.48,-0.11,-0.12,-0.12,0.15
162421,18.18,1.72,0.48,-0.11,-0.12,-0.12,0.15
162422,20.59,1.72,0.48,-0.11,-0.12,-0.12,0.15
162433,19.37,1.72,0.48,-0.11,-0.12,-0.12,0.15
162452,18.53,1.72,0.48,-0.11,-0.12,-0.12,0.15
162463,17.97,1.72,0.48,-0.11,-0.12,-0.12,0.15
162470,19.24,1.72,0.48,-0.11,-0.12,-0.12,0.15
162472,19.17,1.72,0.48,-0.11,-0.12,-0.12,0.15
162474,18.62,1.72,0.48,-0.11,-0.12,-0.12,0.15
162483,17.53,1.72,0.48,-0.11,-0.12,-0.12,0.15
162510,17.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
162566,15.75,1.72,0.48,-0.11,-0.12,-0.12,0.15
162567,19.97,1.72,0.48,-0.11,-0.12,-0.12,0.15
162581,18.66,1.72,0.48,-0.11,-0.12,-0.12,0.15
162635,16.71,1.72,0.48,-0.11,-0.12,-0.12,0.15
162679,18.01,1.72,0.48,-0.11,-0.12,-0.12,0.15
162687,18.82,1.72,0.48,-0.11,-0.12,-0.12,0.15
162694,19.75,1.72,0.48,-0.11,-0.12,-0.12,0.15
162695,20.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
162698,18.48,1.72,0.48,-0.11,-0.12,-0.12,0.15
162723,17.73,1.72,0.48,-0.11,-0.12,-0.12,0.15
162740,18.44,1.72,0.48,-0.11,-0.12,-0.12,0.15
162741,17.52,1.72,0.48,-0.11,-0.12,-0.12,0.15
162781,17.97,1.72,0.48,-0.11,-0.12,-0.12,0.15
162783,20.91,1.72,0.48,-0.11,-0.12,-0.12,0.15
162825,17.97,1.72,0.48,-0.11,-0.12,-0.12,0.15
162854,19.16,1.72,0.48,-0.11,-0.12,-0.12,0.15
162873,19.27,1.72,0.48,-0.11,-0.12,-0.12,0.15
162882,18.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
162900,15.99,1.72,0.48,-0.11,-0.12,-0.12,0.15
162903,18.63,1.72,0.48,-0.11,-0.12,-0.12,0.15
162911,19.33,1.72,0.48,-0.11,-0.12,-0.12,0.15
162913,18.48,1.72,0.48,-0.11,-0.12,-0.12,0.15
162922,20.91,1.72,0.48,-0.11,-0.12,-0.12,0.15
162926,17.12,1.72,0.48,-0.11,-0.12,-0.12,0.15
162979,18.29,1.72,0.48,-0.11,-0.12,-0.12,0.15
162980,16.77,1.72,0.48,-0.11,-0.12,-0.12,0.15
162998,18.17,1.72,0.48,-0.11,-0.12,-0.12,0.15
163000,19.24,1.72,0.48,-0.11,-0.12,-0.12,0.15
163001,18.41,1.72,0.48,-0.11,-0.12,-0.12,0.15
163014,17.75,1.72,0.48,-0.11,-0.12,-0.12,0.15
163015,22.07,1.72,0.48,-0.11,-0.12,-0.12,0.15
163023,19.52,1.72,0.48,-0.11,-0.12,-0.12,0.15
163026,21.23,1.72,0.48,-0.11,-0.12,-0.12,0.15
163051,16.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
163067,19.99,1.72,0.48,-0.11,-0.12,-0.12,0.15
163070,18.41,1.72,0.48,-0.11,-0.12,-0.12,0.15
163081,18.57,1.72,0.48,-0.11,-0.12,-0.12,0.15
163132,18.61,1.72,0.48,-0.11,-0.12,-0.12,0.15
163191,19.43,1.72,0.48,-0.11,-0.12,-0.12,0.15
163243,16.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
163249,18.71,1.72,0.48,-0.11,-0.12,-0.12,0.15
163250,15.46,1.72,0.48,-0.11,-0.12,-0.12,0.15
163252,17.91,1.72,0.48,-0.11,-0.12,-0.12,0.15
163295,19.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
163335,17.21,1.72,0.48,-0.11,-0.12,-0.12,0.15
163348,20.08,1.72,0.48,-0.11,-0.12,-0.12,0.15
163364,18.91,1.72,0.48,-0.11,-0.12,-0.12,0.15
163373,19.03,1.72,0.48,-0.11,-0.12,-0.12,0.15
163412,17.36,1.72,0.48,-0.11,-0.12,-0.12,0.15
163454,19.11,1.72,0.48,-0.11,-0.12,-0.12,0.15
163667,19.88,1.72,0.48,-0.11,-0.12,-0.12,0.15
163679,19.31,1.72,0.48,-0.11,-0.12,-0.12,0.15
163683,19.11,1.72,0.48,-0.11,-0.12,-0.12,0.15
163691,17.09,1.72,0.48,-0.11,-0.12,-0.12,0.15
163692,18.26,1.72,0.48,-0.11,-0.12,-0.12,0.15
163693,16.39,1.72,0.48,-0.11,-0.12,-0.12,0.15
163694,17.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
163696,16.54,1.72,0.48,-0.11,-0.12,-0.12,0.15
163697,20.08,1.72,0.48,-0.11,-0.12,-0.12,0.15
163732,15.48,1.72,0.48,-0.11,-0.12,-0.12,0.15
163758,17.42,1.72,0.48,-0.11,-0.12,-0.12,0.15
163760,16.68,1.72,0.48,-0.11,-0.12,-0.12,0.15
163818,18.46,1.72,0.48,-0.11,-0.12,-0.12,0.15
163899,17.63,1.72,0.48,-0.11,-0.12,-0.12,0.15
163902,17.21,1.72,0.48,-0.11,-0.12,-0.12,0.15
164120,19.16,1.72,0.48,-0.11,-0.12,-0.12,0.15
164121,16.22,1.72,0.48,-0.11,-0.12,-0.12,0.15
164184,19.48,1.72,0.48,-0.11,-0.12,-0.12,0.15
164201,15.72,1.72,0.48,-0.11,-0.12,-0.12,0.15
164202,20.91,1.72,0.48,-0.11,-0.12,-0.12,0.15
164206,17.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
164207,21.18,1.72,0.48,-0.11,-0.12,-0.12,0.15
164211,19.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
164214,19.27,1.72,0.48,-0.11,-0.12,-0.12,0.15
164215,20.01,1.72,0.48,-0.11,-0.12,-0.12,0.15
164216,17.29,1.72,0.48,-0.11,-0.12,-0.12,0.15
164217,17.29,1.72,0.48,-0.11,-0.12,-0.12,0.15
164221,20.43,1.72,0.48,-0.11,-0.12,-0.12,0.15
164222,20.85,1.72,0.48,-0.11,-0.12,-0.12,0.15
164294,20.45,1.72,0.48,-0.11,-0.12,-0.12,0.15
164341,20.59,1.72,0.48,-0.11,-0.12,-0.12,0.15
164342,20.99,1.72,0.48,-0.11,-0.12,-0.12,0.15
164400,17.35,1.72,0.48,-0.11,-0.12,-0.12,0.15
168044,19.09,1.72,0.48,-0.11,-0.12,-0.12,0.15
168318,18.94,1.72,0.48,-0.11,-0.12,-0.12,0.15
168378,16.93,1.72,0.48,-0.11,-0.12,-0.12,0.15
168791,18.87,1.72,0.48,-0.11,-0.12,-0.12,0.15
169352,19.36,1.72,0.48,-0.11,-0.12,-0.12,0.15
169675,16.67,1.72,0.48,-0.11,-0.12,-0.12,0.15
170013,17.77,1.72,0.48,-0.11,-0.12,-0.12,0.15
170086,18.17,1.72,0.48,-0.11,-0.12,-0.12,0.15
170502,17.36,1.72,0.48,-0.11,-0.12,-0.12,0.15
170891,16.97,1.72,0.48,-0.11,-0.12,-0.12,0.15
170903,18.23,1.72,0.48,-0.11,-0.12,-0.12,0.15
171486,18.42,1.72,0.48,-0.11,-0.12,-0.12,0.15
171576,18.68,1.72,0.48,-0.11,-0.12,-0.12,0.15
171819,18.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
171839,19.24,1.72,0.48,-0.11,-0.12,-0.12,0.15
172034,17.84,1.72,0.48,-0.11,-0.12,-0.12,0.15
172678,18.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
172718,18.88,1.72,0.48,-0.11,-0.12,-0.12,0.15
172722,17.67,1.72,0.48,-0.11,-0.12,-0.12,0.15
172974,19.42,1.72,0.48,-0.11,-0.12,-0.12,0.15
173232,18.31,1.72,0.48,-0.11,-0.12,-0.12,0.15
173561,18.36,1.72,0.48,-0.11,-0.12,-0.12,0.15
173664,19.75,1.72,0.48,-0.11,-0.12,-0.12,0.15
173689,18.26,1.72,0.48,-0.11,-0.12,-0.12,0.15
174050,17.62,1.72,0.48,-0.11,-0.12,-0.12,0.15
